Data;Hora;Estratégia;Ativo;Lote;Direção;Resultado Bruto;Custos;Resultado Liquido
25/10/2021;12:18:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
25/10/2021;14:20:05;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
25/10/2021;16:12:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
26/10/2021;16:29:04;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/10/2021;10:05:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
27/10/2021;14:09:06;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
27/10/2021;15:36:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
28/10/2021;11:23:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
28/10/2021;15:23:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
29/10/2021;10:09:02;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/10/2021;12:15:03;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/11/2021;10:11:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
01/11/2021;12:12:10;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
01/11/2021;14:09:03;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/11/2021;12:04:05;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/11/2021;13:01:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
03/11/2021;16:02:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/11/2021;13:09:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
05/11/2021;11:14:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/11/2021;14:11:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
08/11/2021;12:04:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
08/11/2021;14:25:01;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
09/11/2021;13:08:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/11/2021;14:04:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/11/2021;15:27:21;alaska-&-square;WIN;16;Venda;264,00;0;264,00
10/11/2021;10:00:04;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/11/2021;12:13:05;alaska-&-square;WIN;16;Venda;264,00;0;264,00
10/11/2021;14:43:02;alaska-&-square;WIN;4;Venda;80,00;0;80,00
11/11/2021;10:00:03;alaska-&-square;WIN;4;Venda;80,00;0;80,00
11/11/2021;11:27:07;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
11/11/2021;13:06:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
11/11/2021;16:11:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
12/11/2021;11:04:06;alaska-&-square;WIN;16;Venda;264,00;0;264,00
12/11/2021;14:10:06;alaska-&-square;WIN;16;Venda;264,00;0;264,00
12/11/2021;16:29:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
16/11/2021;10:02:06;alaska-&-square;WIN;16;Venda;264,00;0;264,00
16/11/2021;15:20:02;alaska-&-square;WIN;16;Venda;264,00;0;264,00
17/11/2021;10:30:59;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/11/2021;13:10:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/11/2021;10:01:02;alaska-&-square;WIN;16;Venda;264,00;0;264,00
19/11/2021;10:03:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
19/11/2021;11:10:05;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
19/11/2021;12:04:03;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/11/2021;14:14:03;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
22/11/2021;11:24:09;alaska-&-square;WIN;16;Venda;264,00;0;264,00
22/11/2021;13:19:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
23/11/2021;10:13:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
23/11/2021;12:02:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
23/11/2021;14:15:01;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
23/11/2021;16:05:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/11/2021;15:04:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
25/11/2021;11:10:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
26/11/2021;10:00:04;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/11/2021;15:32:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
29/11/2021;10:09:03;alaska-&-square;WIN;16;Venda;264,00;0;264,00
29/11/2021;11:11:05;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
29/11/2021;13:34:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
29/11/2021;15:18:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/11/2021;16:06:04;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/11/2021;10:15:04;alaska-&-square;WIN;16;Venda;264,00;0;264,00
30/11/2021;11:01:02;alaska-&-square;WIN;16;Venda;264,00;0;264,00
01/12/2021;10:00:06;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
01/12/2021;11:08:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
02/12/2021;11:05:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
02/12/2021;12:06:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
02/12/2021;13:32:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
02/12/2021;14:01:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
03/12/2021;11:24:05;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/12/2021;16:12:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/12/2021;10:01:06;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
06/12/2021;11:00:04;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/12/2021;12:06:08;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
06/12/2021;13:03:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/12/2021;15:03:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/12/2021;10:10:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/12/2021;13:16:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/12/2021;15:05:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
08/12/2021;12:02:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
08/12/2021;14:05:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
08/12/2021;16:35:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
09/12/2021;10:14:01;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/12/2021;13:13:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
09/12/2021;16:36:02;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/12/2021;11:12:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
10/12/2021;14:26:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/12/2021;11:16:03;alaska-&-square;WIN;16;Venda;264,00;0;264,00
15/12/2021;10:04:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
15/12/2021;15:40:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
16/12/2021;13:06:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
16/12/2021;14:46:13;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
16/12/2021;16:17:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/12/2021;13:48:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
17/12/2021;15:13:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
20/12/2021;10:03:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/12/2021;14:56:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
21/12/2021;14:33:05;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
23/12/2021;12:04:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
27/12/2021;11:19:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/12/2021;13:24:13;alaska-&-square;WIN;16;Venda;264,00;0;264,00
28/12/2021;14:32:10;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
29/12/2021;10:06:03;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/12/2021;10:17:02;alaska-&-square;WIN;16;Venda;264,00;0;264,00
30/12/2021;12:11:05;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/01/2022;10:03:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
03/01/2022;11:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
03/01/2022;13:12:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
04/01/2022;10:00:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/01/2022;13:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/01/2022;12:07:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/01/2022;10:02:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/01/2022;11:15:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
06/01/2022;12:05:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
06/01/2022;13:27:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/01/2022;10:02:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/01/2022;12:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/01/2022;14:23:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
11/01/2022;11:21:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
12/01/2022;12:03:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
12/01/2022;14:13:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
12/01/2022;15:32:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
13/01/2022;12:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/01/2022;14:17:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/01/2022;16:47:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
14/01/2022;13:23:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/01/2022;13:16:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
18/01/2022;10:03:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
18/01/2022;11:32:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/01/2022;13:31:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
18/01/2022;14:04:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/01/2022;12:33:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/01/2022;14:39:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
20/01/2022;12:09:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
20/01/2022;15:34:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
21/01/2022;11:07:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
21/01/2022;12:07:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/01/2022;10:16:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
24/01/2022;13:25:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/01/2022;16:22:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/01/2022;11:00:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
26/01/2022;12:02:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
26/01/2022;13:34:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/01/2022;15:02:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
27/01/2022;11:22:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
28/01/2022;11:02:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
28/01/2022;13:31:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
28/01/2022;16:14:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
31/01/2022;11:03:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
31/01/2022;14:08:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
01/02/2022;11:04:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
01/02/2022;12:02:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/02/2022;13:30:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
02/02/2022;15:09:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/02/2022;12:03:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/02/2022;15:04:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
04/02/2022;10:02:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/02/2022;12:10:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
04/02/2022;14:11:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
07/02/2022;11:03:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/02/2022;13:35:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
08/02/2022;12:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/02/2022;13:25:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/02/2022;15:22:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/02/2022;11:00:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/02/2022;14:45:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
10/02/2022;16:15:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
11/02/2022;10:55:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
11/02/2022;15:37:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
14/02/2022;11:17:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
14/02/2022;15:30:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
15/02/2022;11:16:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
16/02/2022;11:12:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
16/02/2022;16:02:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
17/02/2022;10:08:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/02/2022;11:20:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/02/2022;16:12:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/02/2022;10:09:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/02/2022;11:24:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/02/2022;12:01:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
23/02/2022;10:02:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
23/02/2022;11:12:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
23/02/2022;14:03:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
24/02/2022;10:09:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/02/2022;11:13:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/02/2022;12:04:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
25/02/2022;11:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/02/2022;12:02:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/02/2022;14:14:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/03/2022;11:51:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
03/03/2022;14:28:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
04/03/2022;10:09:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
21/03/2022;13:28:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
08/03/2022;10:02:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
08/03/2022;12:02:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/03/2022;12:03:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/03/2022;13:06:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
10/03/2022;14:10:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
11/03/2022;11:40:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
11/03/2022;15:08:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
30/03/2020;14:01:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/03/2023;14:04:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
15/03/2022;12:07:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
15/03/2022;14:16:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/03/2022;13:07:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
17/03/2022;15:50:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
18/03/2022;10:18:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
18/03/2022;12:49:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
02/03/2020;14:08:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/03/2023;14:12:21;alaska-&-square;WIN;16;Venda;264,00;0;264,00
10/03/2025;14:36;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/03/2024;14:44:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/03/2022;12:30:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/03/2022;15:25:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
23/03/2022;10:49:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
23/03/2022;13:12:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/03/2022;10:14:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/03/2022;14:40:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/03/2022;10:04:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
25/03/2022;12:09:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/03/2022;14:14:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
25/03/2022;15:12:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
28/03/2022;14:48:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/03/2021;15:03:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/03/2022;10:06:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/03/2022;13:22:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
30/03/2022;16:07:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
31/03/2022;11:03:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
31/03/2022;15:06:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/04/2022;12:37:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
02/04/2024;14:00:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
06/04/2022;10:22:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
06/04/2022;12:29:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
06/04/2022;14:08:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
06/04/2022;16:07:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/04/2022;11:03:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
07/04/2022;15:19:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
08/04/2022;12:46:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
08/04/2022;16:06:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
11/04/2022;11:05:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
11/04/2022;15:04:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
06/04/2021;14:10:05;alaska-&-square;WIN;16;Venda;264,00;0;264,00
13/04/2022;10:15:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
13/04/2022;16:20:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
18/04/2022;12:24:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
18/04/2022;15:17:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/04/2022;14:14:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/04/2023;14:22:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/04/2022;12:11:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/04/2022;15:18:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
25/04/2022;10:04:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
25/04/2022;14:04:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
25/04/2022;16:04:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/04/2018;14:36:40;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/04/2022;10:04:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/04/2022;15:17:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
28/04/2022;16:31:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/04/2022;11:16:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
03/05/2022;11:08:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/05/2022;15:05:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/05/2022;14:48:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
04/05/2022;16:03:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
06/05/2022;10:11:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
06/05/2022;14:12:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/05/2022;16:21:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
09/05/2022;14:13:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/05/2022;16:32:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
10/05/2022;15:06:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
11/05/2022;11:13:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
11/05/2022;13:10:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
11/05/2022;16:05:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
12/05/2022;14:19:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/05/2022;12:04:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
13/05/2022;14:20:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
13/05/2022;16:36:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
16/05/2022;10:18:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
16/05/2022;11:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
16/05/2022;16:21:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/05/2022;10:17:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/05/2022;13:06:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
18/05/2022;10:06:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/05/2022;14:05:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/05/2022;10:04:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/05/2022;13:20:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
19/05/2022;15:04:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/05/2022;11:07:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/05/2022;15:07:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
20/05/2022;16:13:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
24/05/2022;11:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/05/2022;13:17:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/05/2022;12:35:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
26/05/2022;14:32:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
27/05/2022;11:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/05/2022;12:02:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
30/05/2022;10:24:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/05/2022;16:45:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
31/05/2022;10:32:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
31/05/2022;12:08:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
31/05/2022;15:08:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
01/06/2022;11:00:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/06/2022;12:15:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/06/2022;16:54:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
02/06/2022;14:11:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/06/2022;11:05:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/06/2022;14:18:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/06/2022;15:15:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/06/2022;11:08:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/06/2022;12:05:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/06/2022;14:14:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/06/2022;16:34:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
08/06/2022;11:08:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
08/06/2022;13:23:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/06/2022;14:27:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
10/06/2022;16:03:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
13/06/2022;15:08:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
14/06/2022;11:04:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
14/06/2022;13:05:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
15/06/2022;10:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
15/06/2022;11:01:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
15/06/2022;15:00:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/06/2022;14:32:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
17/06/2022;16:12:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
20/06/2022;13:05:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
20/06/2022;15:37:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
21/06/2022;14:21:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/06/2022;10:05:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/06/2022;12:01:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
23/06/2022;10:00:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
23/06/2022;12:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/06/2022;10:04:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/06/2022;12:12:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/06/2022;14:54:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/06/2022;12:08:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
27/06/2022;14:09:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
28/06/2022;11:07:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
28/06/2022;14:00:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/06/2022;15:41:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/06/2022;11:18:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/06/2022;14:07:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/07/2022;12:38:05;alaska-&-square;WIN;16;Venda;264,00;0;264,00
